date,key,value
2006-03-24,cboe_putcall,0.63
2006-03-27,cboe_putcall,0.58
2006-03-28,cboe_putcall,0.64
2006-03-29,cboe_putcall,0.64
2006-03-30,aaii_bears,32.6
2006-03-30,aaii_bulls,37.2
2006-03-30,aaii_neutral,30.2
2006-03-30,aaii_spread,4.6
2006-03-30,cboe_putcall,0.47
2006-03-31,cboe_putcall,0.61
2006-04-03,cboe_putcall,0.45
2006-04-04,cboe_putcall,0.54
2006-04-05,cboe_putcall,0.64
2006-04-06,aaii_bears,23.3
2006-04-06,aaii_bulls,47.7
2006-04-06,aaii_neutral,29.1
2006-04-06,aaii_spread,24.4
2006-04-06,cboe_putcall,0.59
2006-04-07,cboe_putcall,0.58
2006-04-10,cboe_putcall,0.65
2006-04-11,cboe_putcall,0.66
2006-04-12,cboe_putcall,0.58
2006-04-13,aaii_bears,27.8
2006-04-13,aaii_bulls,45.4
2006-04-13,aaii_neutral,26.8
2006-04-13,aaii_spread,17.5
2006-04-13,cboe_putcall,0.6
2006-04-17,cboe_putcall,0.56
2006-04-18,cboe_putcall,0.51
2006-04-19,cboe_putcall,0.46
2006-04-20,aaii_bears,40.8
2006-04-20,aaii_bulls,33.7
2006-04-20,aaii_neutral,25.4
2006-04-20,aaii_spread,-7.1
2006-04-20,cboe_putcall,0.54
2006-04-21,cboe_putcall,0.6
2006-04-24,cboe_putcall,0.57
2006-04-25,cboe_putcall,0.59
2006-04-26,cboe_putcall,0.79
2006-04-27,aaii_bears,36.0
2006-04-27,aaii_bulls,42.1
2006-04-27,aaii_neutral,21.9
2006-04-27,aaii_spread,6.2
2006-04-27,cboe_putcall,0.55
2006-04-28,cboe_putcall,0.62
2006-05-01,cboe_putcall,0.56
2006-05-02,cboe_putcall,0.62
2006-05-03,cboe_putcall,0.64
2006-05-04,aaii_bears,33.6
2006-05-04,aaii_bulls,45.9
2006-05-04,aaii_neutral,20.5
2006-05-04,aaii_spread,12.3
2006-05-04,cboe_putcall,0.51
2006-05-05,cboe_putcall,0.48
2006-05-08,cboe_putcall,0.63
2006-05-09,cboe_putcall,0.66
2006-05-10,cboe_putcall,0.62
2006-05-11,aaii_bears,27.5
2006-05-11,aaii_bulls,54.9
2006-05-11,aaii_neutral,17.6
2006-05-11,aaii_spread,27.5
2006-05-11,cboe_putcall,0.64
2006-05-12,cboe_putcall,0.72
2006-05-15,cboe_putcall,0.65
2006-05-16,cboe_putcall,0.63
2006-05-17,cboe_putcall,0.8
2006-05-18,aaii_bears,43.6
2006-05-18,aaii_bulls,39.4
2006-05-18,aaii_neutral,17.0
2006-05-18,aaii_spread,-4.3
2006-05-18,cboe_putcall,0.75
2006-05-19,cboe_putcall,0.75
2006-05-22,cboe_putcall,0.64
2006-05-23,cboe_putcall,0.62
2006-05-24,cboe_putcall,0.7
2006-05-25,aaii_bears,45.5
2006-05-25,aaii_bulls,33.0
2006-05-25,aaii_neutral,21.4
2006-05-25,aaii_spread,-12.5
2006-05-25,cboe_putcall,0.51
2006-05-26,cboe_putcall,0.47
2006-05-30,cboe_putcall,0.67
2006-05-31,cboe_putcall,0.62
2006-06-01,aaii_bears,50.0
2006-06-01,aaii_bulls,30.8
2006-06-01,aaii_neutral,19.2
2006-06-01,aaii_spread,-19.2
2006-06-01,cboe_putcall,0.76
2006-06-02,cboe_putcall,0.87
2006-06-05,cboe_putcall,0.64
2006-06-06,cboe_putcall,0.74
2006-06-07,cboe_putcall,0.63
2006-06-08,aaii_bears,45.1
2006-06-08,aaii_bulls,26.2
2006-06-08,aaii_neutral,28.7
2006-06-08,aaii_spread,-18.9
2006-06-08,cboe_putcall,0.79
2006-06-09,cboe_putcall,0.63
2006-06-12,cboe_putcall,0.56
2006-06-13,cboe_putcall,0.78
2006-06-14,cboe_putcall,0.76
2006-06-15,aaii_bears,55.0
2006-06-15,aaii_bulls,26.4
2006-06-15,aaii_neutral,18.6
2006-06-15,aaii_spread,-28.6
2006-06-15,cboe_putcall,0.54
2006-06-16,cboe_putcall,0.68
2006-06-19,cboe_putcall,0.59
2006-06-20,cboe_putcall,0.74
2006-06-21,cboe_putcall,0.55
2006-06-22,aaii_bears,41.6
2006-06-22,aaii_bulls,34.4
2006-06-22,aaii_neutral,24.0
2006-06-22,aaii_spread,-7.2
2006-06-22,cboe_putcall,0.65
2006-06-23,cboe_putcall,0.64
2006-06-26,cboe_putcall,0.57
2006-06-27,cboe_putcall,0.66
2006-06-28,cboe_putcall,0.66
2006-06-29,aaii_bears,39.8
2006-06-29,aaii_bulls,38.6
2006-06-29,aaii_neutral,21.6
2006-06-29,aaii_spread,-1.2
2006-06-29,cboe_putcall,0.46
2006-06-30,cboe_putcall,0.52
2006-07-03,cboe_putcall,0.61
2006-07-05,cboe_putcall,0.71
2006-07-06,aaii_bears,42.6
2006-07-06,aaii_bulls,37.7
2006-07-06,aaii_neutral,19.7
2006-07-06,aaii_spread,-4.9
2006-07-06,cboe_putcall,0.63
2006-07-07,cboe_putcall,0.58
2006-07-10,cboe_putcall,0.6
2006-07-11,cboe_putcall,0.82
2006-07-12,cboe_putcall,0.84
2006-07-13,aaii_bears,39.4
2006-07-13,aaii_bulls,36.5
2006-07-13,aaii_neutral,24.1
2006-07-13,aaii_spread,-2.9
2006-07-13,cboe_putcall,0.78
2006-07-14,cboe_putcall,0.78
2006-07-17,cboe_putcall,0.67
2006-07-18,cboe_putcall,0.78
2006-07-19,cboe_putcall,0.67
2006-07-20,aaii_bears,57.8
2006-07-20,aaii_bulls,23.8
2006-07-20,aaii_neutral,18.4
2006-07-20,aaii_spread,-33.9
2006-07-20,cboe_putcall,0.63
2006-07-21,cboe_putcall,0.82
2006-07-24,cboe_putcall,0.53
2006-07-25,cboe_putcall,0.57
2006-07-26,cboe_putcall,0.61
2006-07-27,aaii_bears,43.0
2006-07-27,aaii_bulls,34.9
2006-07-27,aaii_neutral,22.1
2006-07-27,aaii_spread,-8.1
2006-07-27,cboe_putcall,0.62
2006-07-28,cboe_putcall,0.58
2006-07-31,cboe_putcall,0.64
2006-08-01,cboe_putcall,0.8
2006-08-02,cboe_putcall,0.52
2006-08-03,aaii_bears,47.2
2006-08-03,aaii_bulls,31.5
2006-08-03,aaii_neutral,21.3
2006-08-03,aaii_spread,-15.7
2006-08-03,cboe_putcall,0.66
2006-08-04,cboe_putcall,0.7
2006-08-07,cboe_putcall,0.77
2006-08-08,cboe_putcall,0.91
2006-08-09,cboe_putcall,0.71
2006-08-10,aaii_bears,41.5
2006-08-10,aaii_bulls,36.6
2006-08-10,aaii_neutral,21.9
2006-08-10,aaii_spread,-4.9
2006-08-10,cboe_putcall,0.75
2006-08-11,cboe_putcall,0.7
2006-08-14,cboe_putcall,0.67
2006-08-15,cboe_putcall,0.71
2006-08-16,cboe_putcall,0.52
2006-08-17,aaii_bears,35.8
2006-08-17,aaii_bulls,30.5
2006-08-17,aaii_neutral,33.7
2006-08-17,aaii_spread,-5.3
2006-08-17,cboe_putcall,0.6
2006-08-18,cboe_putcall,0.57
2006-08-21,cboe_putcall,0.76
2006-08-22,cboe_putcall,0.67
2006-08-23,cboe_putcall,0.79
2006-08-24,aaii_bears,37.4
2006-08-24,aaii_bulls,39.4
2006-08-24,aaii_neutral,23.2
2006-08-24,aaii_spread,1.9
2006-08-24,cboe_putcall,0.64
2006-08-25,cboe_putcall,0.58
2006-08-28,cboe_putcall,0.65
2006-08-29,cboe_putcall,0.73
2006-08-30,cboe_putcall,0.65
2006-08-31,aaii_bears,25.8
2006-08-31,aaii_bulls,41.6
2006-08-31,aaii_neutral,32.6
2006-08-31,aaii_spread,15.7
2006-08-31,cboe_putcall,0.75
2006-09-01,cboe_putcall,0.67
2006-09-05,cboe_putcall,0.66
2006-09-06,cboe_putcall,0.79
2006-09-07,aaii_bears,29.9
2006-09-07,aaii_bulls,43.0
2006-09-07,aaii_neutral,27.1
2006-09-07,aaii_spread,13.1
2006-09-07,cboe_putcall,0.58
2006-09-08,cboe_putcall,0.73
2006-09-11,cboe_putcall,0.7
2006-09-12,cboe_putcall,0.7
2006-09-13,cboe_putcall,0.53
2006-09-14,aaii_bears,38.4
2006-09-14,aaii_bulls,47.9
2006-09-14,aaii_neutral,13.7
2006-09-14,aaii_spread,9.6
2006-09-14,cboe_putcall,0.79
2006-09-15,cboe_putcall,0.56
2006-09-18,cboe_putcall,0.6
2006-09-19,cboe_putcall,0.81
2006-09-20,cboe_putcall,0.58
2006-09-21,aaii_bears,34.2
2006-09-21,aaii_bulls,47.8
2006-09-21,aaii_neutral,18.0
2006-09-21,aaii_spread,13.5
2006-09-21,cboe_putcall,0.74
2006-09-22,cboe_putcall,0.66
2006-09-25,cboe_putcall,0.65
2006-09-26,cboe_putcall,0.73
2006-09-27,cboe_putcall,0.6
2006-09-28,aaii_bears,32.9
2006-09-28,aaii_bulls,51.3
2006-09-28,aaii_neutral,15.8
2006-09-28,aaii_spread,18.4
2006-09-28,cboe_putcall,0.7
2006-09-29,cboe_putcall,0.62
2006-10-02,cboe_putcall,0.69
2006-10-03,cboe_putcall,0.98
2006-10-04,cboe_putcall,0.62
2006-10-05,aaii_bears,46.7
2006-10-05,aaii_bulls,37.8
2006-10-05,aaii_neutral,15.6
2006-10-05,aaii_spread,-8.9
2006-10-05,cboe_putcall,0.63
2006-10-06,cboe_putcall,0.66
2006-10-09,cboe_putcall,0.67
2006-10-10,cboe_putcall,0.66
2006-10-11,cboe_putcall,0.59
2006-10-12,aaii_bears,37.8
2006-10-12,aaii_bulls,49.0
2006-10-12,aaii_neutral,13.3
2006-10-12,aaii_spread,11.2
2006-10-12,cboe_putcall,0.54
2006-10-13,cboe_putcall,0.56
2006-10-16,cboe_putcall,0.51
2006-10-17,cboe_putcall,0.62
2006-10-18,cboe_putcall,0.65
2006-10-19,aaii_bears,29.8
2006-10-19,aaii_bulls,54.2
2006-10-19,aaii_neutral,16.0
2006-10-19,aaii_spread,24.4
2006-10-19,cboe_putcall,0.62
2006-10-20,cboe_putcall,0.6
2006-10-23,cboe_putcall,0.58
2006-10-24,cboe_putcall,0.72
2006-10-25,cboe_putcall,0.6
2006-10-26,aaii_bears,30.4
2006-10-26,aaii_bulls,52.2
2006-10-26,aaii_neutral,17.4
2006-10-26,aaii_spread,21.7
2006-10-26,cboe_putcall,0.55
2006-10-27,cboe_putcall,0.6
2006-10-30,cboe_putcall,0.61
2006-10-31,cboe_putcall,0.63
2006-11-01,cboe_putcall,0.64
2006-11-02,aaii_bears,36.9
2006-11-02,aaii_bulls,43.8
2006-11-02,aaii_neutral,19.4
2006-11-02,aaii_spread,6.9
2006-11-02,cboe_putcall,0.61
2006-11-03,cboe_putcall,0.64
2006-11-06,cboe_putcall,0.55
2006-11-07,cboe_putcall,0.57
2006-11-08,cboe_putcall,0.68
2006-11-09,aaii_bears,26.5
2006-11-09,aaii_bulls,50.6
2006-11-09,aaii_neutral,22.9
2006-11-09,aaii_spread,24.1
2006-11-09,cboe_putcall,0.61
2006-11-10,cboe_putcall,0.79
2006-11-13,cboe_putcall,0.59
2006-11-14,cboe_putcall,0.58
2006-11-15,cboe_putcall,0.52
2006-11-16,aaii_bears,30.5
2006-11-16,aaii_bulls,46.6
2006-11-16,aaii_neutral,22.9
2006-11-16,aaii_spread,16.0
2006-11-16,cboe_putcall,0.53
2006-11-17,cboe_putcall,0.47
2006-11-20,cboe_putcall,0.54
2006-11-21,cboe_putcall,0.62
2006-11-22,cboe_putcall,0.63
2006-11-23,aaii_bears,41.9
2006-11-23,aaii_bulls,41.9
2006-11-23,aaii_neutral,16.1
2006-11-23,aaii_spread,0.0
2006-11-24,cboe_putcall,0.52
2006-11-27,cboe_putcall,0.68
2006-11-28,cboe_putcall,0.65
2006-11-29,cboe_putcall,0.53
2006-11-30,aaii_bears,47.5
2006-11-30,aaii_bulls,40.2
2006-11-30,aaii_neutral,12.3
2006-11-30,aaii_spread,-7.3
2006-11-30,cboe_putcall,0.58
2006-12-01,cboe_putcall,0.59
2006-12-04,cboe_putcall,0.64
2006-12-05,cboe_putcall,0.57
2006-12-06,cboe_putcall,0.54
2006-12-07,aaii_bears,41.6
2006-12-07,aaii_bulls,38.9
2006-12-07,aaii_neutral,19.5
2006-12-07,aaii_spread,-2.6
2006-12-07,cboe_putcall,0.69
2006-12-08,cboe_putcall,0.55
2006-12-11,cboe_putcall,0.57
2006-12-12,cboe_putcall,0.7
2006-12-13,cboe_putcall,0.57
2006-12-14,aaii_bears,38.0
2006-12-14,aaii_bulls,41.3
2006-12-14,aaii_neutral,20.7
2006-12-14,aaii_spread,3.3
2006-12-14,cboe_putcall,0.45
2006-12-15,cboe_putcall,0.5
2006-12-18,cboe_putcall,0.59
2006-12-19,cboe_putcall,0.67
2006-12-20,cboe_putcall,0.54
2006-12-21,aaii_bears,42.5
2006-12-21,aaii_bulls,39.1
2006-12-21,aaii_neutral,18.4
2006-12-21,aaii_spread,-3.5
2006-12-21,cboe_putcall,0.45
2006-12-22,cboe_putcall,0.66
2006-12-26,cboe_putcall,0.62
2006-12-27,cboe_putcall,0.68
2006-12-28,aaii_bears,36.0
2006-12-28,aaii_bulls,46.0
2006-12-28,aaii_neutral,18.0
2006-12-28,aaii_spread,10.0
2006-12-28,cboe_putcall,0.73
2006-12-29,cboe_putcall,0.54
2007-01-03,cboe_putcall,0.59
2007-01-04,aaii_bears,29.3
2007-01-04,aaii_bulls,49.1
2007-01-04,aaii_neutral,21.6
2007-01-04,aaii_spread,19.8
2007-01-04,cboe_putcall,0.51
2007-01-05,cboe_putcall,0.59
2007-01-08,cboe_putcall,0.71
2007-01-09,cboe_putcall,0.67
2007-01-10,cboe_putcall,0.58
2007-01-11,aaii_bears,34.3
2007-01-11,aaii_bulls,44.4
2007-01-11,aaii_neutral,21.3
2007-01-11,aaii_spread,10.2
2007-01-11,cboe_putcall,0.54
2007-01-12,cboe_putcall,0.56
2007-01-16,cboe_putcall,0.56
2007-01-17,cboe_putcall,0.55
2007-01-18,aaii_bears,27.3
2007-01-18,aaii_bulls,57.8
2007-01-18,aaii_neutral,15.2
2007-01-18,aaii_spread,30.5
2007-01-18,cboe_putcall,0.6
2007-01-19,cboe_putcall,0.55
2007-01-22,cboe_putcall,0.62
2007-01-23,cboe_putcall,0.65
2007-01-24,cboe_putcall,0.58
2007-01-25,aaii_bears,33.3
2007-01-25,aaii_bulls,39.5
2007-01-25,aaii_neutral,27.2
2007-01-25,aaii_spread,6.2
2007-01-25,cboe_putcall,0.71
2007-01-26,cboe_putcall,0.66
2007-01-29,cboe_putcall,0.6
2007-01-30,cboe_putcall,0.68
2007-01-31,cboe_putcall,0.56
2007-02-01,aaii_bears,30.5
2007-02-01,aaii_bulls,46.3
2007-02-01,aaii_neutral,23.2
2007-02-01,aaii_spread,15.8
2007-02-01,cboe_putcall,0.57
2007-02-02,cboe_putcall,0.7
2007-02-05,cboe_putcall,0.57
2007-02-06,cboe_putcall,0.55
2007-02-07,cboe_putcall,0.65
2007-02-08,aaii_bears,30.0
2007-02-08,aaii_bulls,46.2
2007-02-08,aaii_neutral,23.8
2007-02-08,aaii_spread,16.2
2007-02-08,cboe_putcall,0.57
2007-02-09,cboe_putcall,0.68
2007-02-12,cboe_putcall,0.78
2007-02-13,cboe_putcall,0.74
2007-02-14,cboe_putcall,0.67
2007-02-15,aaii_bears,31.1
2007-02-15,aaii_bulls,47.6
2007-02-15,aaii_neutral,21.4
2007-02-15,aaii_spread,16.5
2007-02-15,cboe_putcall,0.54
2007-02-16,cboe_putcall,0.55
2007-02-20,cboe_putcall,0.65
2007-02-21,cboe_putcall,0.71
2007-02-22,aaii_bears,22.3
2007-02-22,aaii_bulls,53.8
2007-02-22,aaii_neutral,23.8
2007-02-22,aaii_spread,31.5
2007-02-22,cboe_putcall,0.66
2007-02-23,cboe_putcall,0.73
2007-02-26,cboe_putcall,0.75
2007-02-27,cboe_putcall,0.87
2007-02-28,cboe_putcall,0.73
2007-03-01,aaii_bears,39.6
2007-03-01,aaii_bulls,36.6
2007-03-01,aaii_neutral,23.8
2007-03-01,aaii_spread,-3.0
2007-03-01,cboe_putcall,0.8
2007-03-02,cboe_putcall,0.8
2007-03-05,cboe_putcall,0.96
2007-03-06,cboe_putcall,0.77
2007-03-07,cboe_putcall,0.7
2007-03-08,aaii_bears,44.9
2007-03-08,aaii_bulls,35.8
2007-03-08,aaii_neutral,19.3
2007-03-08,aaii_spread,-9.1
2007-03-08,cboe_putcall,0.77
2007-03-09,cboe_putcall,0.82
2007-03-12,cboe_putcall,0.75
2007-03-13,cboe_putcall,0.98
2007-03-14,cboe_putcall,0.89
2007-03-15,aaii_bears,45.4
2007-03-15,aaii_bulls,33.0
2007-03-15,aaii_neutral,21.6
2007-03-15,aaii_spread,-12.4
2007-03-15,cboe_putcall,0.79
2007-03-16,cboe_putcall,0.84
2007-03-19,cboe_putcall,0.61
2007-03-20,cboe_putcall,0.73
2007-03-21,cboe_putcall,0.66
2007-03-22,aaii_bears,33.1
2007-03-22,aaii_bulls,43.9
2007-03-22,aaii_neutral,23.0
2007-03-22,aaii_spread,10.8
2007-03-22,cboe_putcall,0.61
2007-03-23,cboe_putcall,0.65
2007-03-26,cboe_putcall,0.69
2007-03-27,cboe_putcall,0.62
2007-03-28,cboe_putcall,0.89
2007-03-29,aaii_bears,25.6
2007-03-29,aaii_bulls,42.7
2007-03-29,aaii_neutral,31.7
2007-03-29,aaii_spread,17.1
2007-03-29,cboe_putcall,0.76
2007-03-30,cboe_putcall,0.67
2007-04-02,cboe_putcall,0.63
2007-04-03,cboe_putcall,0.66
2007-04-04,cboe_putcall,0.74
2007-04-05,aaii_bears,39.8
2007-04-05,aaii_bulls,32.3
2007-04-05,aaii_neutral,28.0
2007-04-05,aaii_spread,-7.5
2007-04-05,cboe_putcall,0.55
2007-04-09,cboe_putcall,0.61
2007-04-10,cboe_putcall,0.69
2007-04-11,cboe_putcall,0.69
2007-04-12,aaii_bears,38.0
2007-04-12,aaii_bulls,40.8
2007-04-12,aaii_neutral,21.1
2007-04-12,aaii_spread,2.8
2007-04-12,cboe_putcall,0.73
2007-04-13,cboe_putcall,0.67
2007-04-16,cboe_putcall,0.56
2007-04-17,cboe_putcall,0.67
2007-04-18,cboe_putcall,0.54
2007-04-19,aaii_bears,29.6
2007-04-19,aaii_bulls,46.9
2007-04-19,aaii_neutral,23.5
2007-04-19,aaii_spread,17.3
2007-04-19,cboe_putcall,0.62
2007-04-20,cboe_putcall,0.5
2007-04-23,cboe_putcall,0.58
2007-04-24,cboe_putcall,0.73
2007-04-25,cboe_putcall,0.6
2007-04-26,aaii_bears,38.0
2007-04-26,aaii_bulls,39.2
2007-04-26,aaii_neutral,22.8
2007-04-26,aaii_spread,1.3
2007-04-26,cboe_putcall,0.6
2007-04-27,cboe_putcall,0.58
2007-04-30,cboe_putcall,0.64
2007-05-01,cboe_putcall,0.73
2007-05-02,cboe_putcall,0.56
2007-05-03,aaii_bears,54.3
2007-05-03,aaii_bulls,28.6
2007-05-03,aaii_neutral,17.1
2007-05-03,aaii_spread,-25.7
2007-05-03,cboe_putcall,0.66
2007-05-04,cboe_putcall,0.54
2007-05-07,cboe_putcall,0.45
2007-05-08,cboe_putcall,0.6
2007-05-09,cboe_putcall,0.53
2007-05-10,aaii_bears,42.9
2007-05-10,aaii_bulls,42.9
2007-05-10,aaii_neutral,14.3
2007-05-10,aaii_spread,0.0
2007-05-10,cboe_putcall,0.68
2007-05-11,cboe_putcall,0.62
2007-05-14,cboe_putcall,0.51
2007-05-15,cboe_putcall,0.63
2007-05-16,cboe_putcall,0.7
2007-05-17,aaii_bears,36.6
2007-05-17,aaii_bulls,38.4
2007-05-17,aaii_neutral,25.0
2007-05-17,aaii_spread,1.8
2007-05-17,cboe_putcall,0.49
2007-05-18,cboe_putcall,0.51
2007-05-21,cboe_putcall,0.55
2007-05-22,cboe_putcall,0.6
2007-05-23,cboe_putcall,0.67
2007-05-24,aaii_bears,38.6
2007-05-24,aaii_bulls,37.4
2007-05-24,aaii_neutral,24.1
2007-05-24,aaii_spread,-1.2
2007-05-24,cboe_putcall,0.67
2007-05-25,cboe_putcall,0.55
2007-05-29,cboe_putcall,0.58
2007-05-30,cboe_putcall,0.65
2007-05-31,aaii_bears,44.8
2007-05-31,aaii_bulls,33.3
2007-05-31,aaii_neutral,21.9
2007-05-31,aaii_spread,-11.5
2007-05-31,cboe_putcall,0.51
2007-06-01,cboe_putcall,0.5
2007-06-04,cboe_putcall,0.52
2007-06-05,cboe_putcall,0.63
2007-06-06,cboe_putcall,0.62
2007-06-07,aaii_bears,42.6
2007-06-07,aaii_bulls,40.6
2007-06-07,aaii_neutral,16.8
2007-06-07,aaii_spread,-2.0
2007-06-07,cboe_putcall,0.72
2007-06-08,cboe_putcall,0.6
2007-06-11,cboe_putcall,0.71
2007-06-12,cboe_putcall,0.66
2007-06-13,cboe_putcall,0.58
2007-06-14,aaii_bears,43.6
2007-06-14,aaii_bulls,37.3
2007-06-14,aaii_neutral,19.1
2007-06-14,aaii_spread,-6.3
2007-06-14,cboe_putcall,0.53
2007-06-15,cboe_putcall,0.48
2007-06-18,cboe_putcall,0.58
2007-06-19,cboe_putcall,0.62
2007-06-20,cboe_putcall,0.63
2007-06-21,aaii_bears,33.7
2007-06-21,aaii_bulls,43.2
2007-06-21,aaii_neutral,23.2
2007-06-21,aaii_spread,9.5
2007-06-21,cboe_putcall,0.61
2007-06-22,cboe_putcall,0.62
2007-06-25,cboe_putcall,0.76
2007-06-26,cboe_putcall,0.71
2007-06-27,cboe_putcall,0.65
2007-06-28,aaii_bears,35.8
2007-06-28,aaii_bulls,39.0
2007-06-28,aaii_neutral,25.2
2007-06-28,aaii_spread,3.2
2007-06-28,cboe_putcall,0.59
2007-06-29,cboe_putcall,0.65
2007-07-02,cboe_putcall,0.54
2007-07-03,cboe_putcall,0.59
2007-07-05,aaii_bears,32.9
2007-07-05,aaii_bulls,43.8
2007-07-05,aaii_neutral,23.3
2007-07-05,aaii_spread,11.0
2007-07-05,cboe_putcall,0.55
2007-07-06,cboe_putcall,0.53
2007-07-09,cboe_putcall,0.52
2007-07-10,cboe_putcall,0.59
2007-07-11,cboe_putcall,0.57
2007-07-12,aaii_bears,30.0
2007-07-12,aaii_bulls,43.6
2007-07-12,aaii_neutral,26.4
2007-07-12,aaii_spread,13.6
2007-07-12,cboe_putcall,0.48
2007-07-13,cboe_putcall,0.5
2007-07-16,cboe_putcall,0.54
2007-07-17,cboe_putcall,0.6
2007-07-18,cboe_putcall,0.73
2007-07-19,aaii_bears,36.7
2007-07-19,aaii_bulls,41.8
2007-07-19,aaii_neutral,21.5
2007-07-19,aaii_spread,5.1
2007-07-19,cboe_putcall,0.54
2007-07-20,cboe_putcall,0.69
2007-07-23,cboe_putcall,0.54
2007-07-24,cboe_putcall,0.79
2007-07-25,cboe_putcall,0.64
2007-07-26,aaii_bears,36.8
2007-07-26,aaii_bulls,44.2
2007-07-26,aaii_neutral,18.9
2007-07-26,aaii_spread,7.4
2007-07-26,cboe_putcall,0.85
2007-07-27,cboe_putcall,0.77
2007-07-30,cboe_putcall,0.71
2007-07-31,cboe_putcall,0.72
2007-08-01,cboe_putcall,0.87
2007-08-02,aaii_bears,40.0
2007-08-02,aaii_bulls,45.9
2007-08-02,aaii_neutral,14.1
2007-08-02,aaii_spread,5.9
2007-08-02,cboe_putcall,0.77
2007-08-03,cboe_putcall,0.8
2007-08-06,cboe_putcall,0.84
2007-08-07,cboe_putcall,0.69
2007-08-08,cboe_putcall,0.61
2007-08-09,aaii_bears,39.0
2007-08-09,aaii_bulls,45.8
2007-08-09,aaii_neutral,15.2
2007-08-09,aaii_spread,6.8
2007-08-09,cboe_putcall,0.65
2007-08-10,cboe_putcall,0.6
2007-08-13,cboe_putcall,0.71
2007-08-14,cboe_putcall,1.06
2007-08-15,cboe_putcall,1.05
2007-08-16,aaii_bears,45.6
2007-08-16,aaii_bulls,42.2
2007-08-16,aaii_neutral,12.2
2007-08-16,aaii_spread,-3.3
2007-08-16,cboe_putcall,1.01
2007-08-17,cboe_putcall,0.74
2007-08-20,cboe_putcall,0.61
2007-08-21,cboe_putcall,0.62
2007-08-22,cboe_putcall,0.62
2007-08-23,aaii_bears,43.1
2007-08-23,aaii_bulls,41.3
2007-08-23,aaii_neutral,15.6
2007-08-23,aaii_spread,-1.8
2007-08-23,cboe_putcall,0.71
2007-08-24,cboe_putcall,0.68
2007-08-27,cboe_putcall,0.68
2007-08-28,cboe_putcall,0.87
2007-08-29,cboe_putcall,0.68
2007-08-30,aaii_bears,46.3
2007-08-30,aaii_bulls,40.3
2007-08-30,aaii_neutral,13.4
2007-08-30,aaii_spread,-6.0
2007-08-30,cboe_putcall,0.65
2007-08-31,cboe_putcall,0.65
2007-09-04,cboe_putcall,0.67
2007-09-05,cboe_putcall,0.72
2007-09-06,aaii_bears,42.4
2007-09-06,aaii_bulls,38.4
2007-09-06,aaii_neutral,19.2
2007-09-06,aaii_spread,-4.0
2007-09-06,cboe_putcall,0.62
2007-09-07,cboe_putcall,0.77
2007-09-10,cboe_putcall,0.78
2007-09-11,cboe_putcall,0.84
2007-09-12,cboe_putcall,0.58
2007-09-13,aaii_bears,35.3
2007-09-13,aaii_bulls,40.0
2007-09-13,aaii_neutral,24.7
2007-09-13,aaii_spread,4.7
2007-09-13,cboe_putcall,0.61
2007-09-14,cboe_putcall,0.63
2007-09-17,cboe_putcall,0.65
2007-09-18,cboe_putcall,0.69
2007-09-19,cboe_putcall,0.58
2007-09-20,aaii_bears,31.6
2007-09-20,aaii_bulls,39.2
2007-09-20,aaii_neutral,29.1
2007-09-20,aaii_spread,7.6
2007-09-20,cboe_putcall,0.56
2007-09-21,cboe_putcall,0.53
2007-09-24,cboe_putcall,0.61
2007-09-25,cboe_putcall,0.75
2007-09-26,cboe_putcall,0.6
2007-09-27,aaii_bears,34.2
2007-09-27,aaii_bulls,49.4
2007-09-27,aaii_neutral,16.5
2007-09-27,aaii_spread,15.2
2007-09-27,cboe_putcall,0.58
2007-09-28,cboe_putcall,0.78
2007-10-01,cboe_putcall,0.57
2007-10-02,cboe_putcall,0.66
2007-10-03,cboe_putcall,0.58
2007-10-04,aaii_bears,25.3
2007-10-04,aaii_bulls,51.8
2007-10-04,aaii_neutral,22.9
2007-10-04,aaii_spread,26.5
2007-10-04,cboe_putcall,0.5
2007-10-05,cboe_putcall,0.56
2007-10-08,cboe_putcall,0.52
2007-10-09,cboe_putcall,0.61
2007-10-10,cboe_putcall,0.56
2007-10-11,aaii_bears,25.8
2007-10-11,aaii_bulls,54.6
2007-10-11,aaii_neutral,19.6
2007-10-11,aaii_spread,28.9
2007-10-11,cboe_putcall,0.6
2007-10-12,cboe_putcall,0.56
2007-10-15,cboe_putcall,0.53
2007-10-16,cboe_putcall,0.75
2007-10-17,cboe_putcall,0.67
2007-10-18,aaii_bears,35.7
2007-10-18,aaii_bulls,42.0
2007-10-18,aaii_neutral,22.3
2007-10-18,aaii_spread,6.2
2007-10-18,cboe_putcall,0.52
2007-10-19,cboe_putcall,0.73
2007-10-22,cboe_putcall,0.66
2007-10-23,cboe_putcall,0.64
2007-10-24,cboe_putcall,0.73
2007-10-25,aaii_bears,48.2
2007-10-25,aaii_bulls,31.2
2007-10-25,aaii_neutral,20.5
2007-10-25,aaii_spread,-17.0
2007-10-25,cboe_putcall,0.76
2007-10-26,cboe_putcall,0.53
2007-10-29,cboe_putcall,0.57
2007-10-30,cboe_putcall,0.84
2007-10-31,cboe_putcall,0.45
2007-11-01,aaii_bears,36.5
2007-11-01,aaii_bulls,44.7
2007-11-01,aaii_neutral,18.8
2007-11-01,aaii_spread,8.2
2007-11-01,cboe_putcall,0.68
2007-11-02,cboe_putcall,0.7
